order_id,order_date,region,category,units,unit_price,revenue
237,2023-08-31,West,Groceries,7,5.28,36.96
311,2023-09-01,East,Electronics,2,10.45,20.9
122,2023-09-01,East,Clothing,1,113.98,113.98
283,2023-09-02,West,Electronics,8,207.12,1656.96
736,2023-09-02,North,Clothing,1,346.43,346.43
80,2023-09-02,East,Clothing,3,266.09,798.27
641,2023-09-02,West,Electronics,8,151.95,1215.6
312,2023-09-03,North,Groceries,1,93.41,93.41
711,2023-09-05,South,Furniture,11,497.53,5472.83
416,2023-09-05,North,Furniture,2,263.33,526.66
49,2023-09-05,West,Groceries,15,454.26,6813.9
257,2023-09-05,South,Furniture,2,115.85,231.7
550,2023-09-06,East,Groceries,10,51.17,511.7
191,2023-09-07,South,Clothing,2,383.69,767.38
98,2023-09-07,North,Electronics,17,398.64,6776.88
60,2023-09-07,West,Furniture,2,22.38,44.76
788,2023-09-08,North,Groceries,8,27.22,217.76
636,2023-09-08,North,Groceries,19,438.75,8336.25
615,2023-09-08,East,Electronics,10,461.57,4615.7
75,2023-09-08,East,Clothing,2,391.51,783.02
587,2023-09-09,East,Furniture,15,410.02,6150.3
666,2023-09-11,North,Electronics,11,67.65,744.15
422,2023-09-11,East,Clothing,16,58.79,940.64
175,2023-09-12,North,Groceries,15,321.04,4815.6
184,2023-09-12,East,Groceries,13,81.0,1053.0
8,2023-09-12,North,Clothing,14,135.98,1903.72
43,2023-09-13,West,Furniture,1,236.77,236.77
86,2023-09-13,East,Clothing,7,122.98,860.86
204,2023-09-13,West,Furniture,11,348.3,3831.3
223,2023-09-14,West,Furniture,2,266.69,533.38
110,2023-09-15,North,Electronics,3,145.61,436.83
541,2023-09-16,East,Clothing,14,448.27,6275.78
430,2023-09-19,South,Furniture,3,298.79,896.37
15,2023-09-19,West,Electronics,8,418.39,3347.12
212,2023-09-19,West,Clothing,18,223.28,4019.04
177,2023-09-19,North,Furniture,6,357.81,2146.86
774,2023-09-19,West,Furniture,7,129.17,904.19
395,2023-09-20,East,Groceries,2,240.28,480.56
236,2023-09-20,East,Electronics,1,52.12,52.12
793,2023-09-21,South,Clothing,13,182.81,2376.53
697,2023-09-21,East,Electronics,4,365.6,1462.4
727,2023-09-21,South,Furniture,16,108.44,1735.04
225,2023-09-21,West,Groceries,18,370.07,6661.26
174,2023-09-21,South,Furniture,8,441.68,3533.44
681,2023-09-22,North,Groceries,9,213.01,1917.09
461,2023-09-22,South,Groceries,4,472.98,1891.92
676,2023-09-22,South,Furniture,15,23.03,345.45
318,2023-09-23,East,Furniture,14,363.78,5092.92
713,2023-09-23,East,Clothing,2,195.42,390.84
731,2023-09-24,North,Electronics,7,292.32,2046.24
737,2023-09-24,North,Furniture,12,434.78,5217.36
317,2023-09-24,West,Furniture,9,331.69,2985.21
760,2023-09-24,West,Electronics,17,79.31,1348.27
13,2023-09-26,East,Clothing,18,387.07,6967.26
631,2023-09-26,South,Clothing,14,172.81,2419.34
215,2023-09-26,East,Groceries,2,415.73,831.46
662,2023-09-26,South,Groceries,6,493.42,2960.52
377,2023-09-26,South,Groceries,10,234.64,2346.4
557,2023-09-26,South,Furniture,2,53.45,106.9
603,2023-09-27,South,Electronics,18,447.89,8062.02
739,2023-09-27,East,Electronics,9,286.03,2574.27
471,2023-09-27,South,Electronics,6,430.47,2582.82
757,2023-09-27,West,Furniture,15,247.0,3705.0
432,2023-09-27,East,Electronics,16,259.99,4159.84
62,2023-09-29,West,Clothing,5,321.43,1607.15
59,2023-09-29,East,Groceries,10,202.6,2026.0
512,2023-09-30,South,Clothing,2,268.96,537.92
378,2023-09-30,North,Furniture,18,471.57,8488.26
391,2023-09-30,South,Clothing,18,48.76,877.68
463,2023-10-01,South,Electronics,16,254.51,4072.16
360,2023-10-01,South,Electronics,9,308.84,2779.56
493,2023-10-02,South,Groceries,7,288.12,2016.84
234,2023-10-04,South,Electronics,11,94.54,1039.94
42,2023-10-04,East,Electronics,1,53.41,53.41
247,2023-10-04,North,Furniture,11,166.49,1831.39
51,2023-10-05,West,Electronics,16,136.69,2187.04
14,2023-10-05,South,Clothing,12,192.27,2307.24
207,2023-10-06,West,Electronics,11,41.66,458.26
714,2023-10-06,South,Electronics,18,94.45,1700.1
742,2023-10-06,North,Furniture,8,39.22,313.76
423,2023-10-07,West,Clothing,3,11.82,35.46
489,2023-10-07,North,Furniture,3,359.79,1079.37
657,2023-10-07,West,Groceries,16,455.35,7285.6
128,2023-10-07,South,Clothing,19,433.22,8231.18
89,2023-10-08,North,Groceries,10,293.41,2934.1
320,2023-10-08,South,Clothing,4,476.81,1907.24
173,2023-10-09,South,Furniture,14,317.3,4442.2
370,2023-10-09,West,Electronics,19,257.37,4890.03
645,2023-10-09,North,Clothing,4,196.03,784.12
734,2023-10-10,North,Groceries,2,73.6,147.2
2,2023-10-10,South,Clothing,11,74.33,817.63
402,2023-10-11,South,Electronics,9,225.96,2033.64
766,2023-10-12,South,Electronics,8,344.18,2753.44
112,2023-10-12,North,Furniture,17,194.48,3306.16
50,2023-10-12,East,Groceries,4,402.35,1609.4
602,2023-10-12,North,Electronics,13,468.84,6094.92
107,2023-10-12,South,Groceries,9,51.43,462.87
598,2023-10-12,East,Groceries,7,258.56,1809.92
210,2023-10-12,East,Groceries,16,47.92,766.72
690,2023-10-13,East,Furniture,9,149.69,1347.21
25,2023-10-13,East,Clothing,7,200.64,1404.48
278,2023-10-13,North,Groceries,17,163.82,2784.94
476,2023-10-14,East,Furniture,10,267.71,2677.1
613,2023-10-14,South,Clothing,1,436.9,436.9
725,2023-10-14,East,Clothing,9,135.05,1215.45
16,2023-10-14,West,Electronics,10,110.47,1104.7
160,2023-10-14,South,Clothing,12,461.34,5536.08
213,2023-10-15,North,Clothing,4,372.74,1490.96
106,2023-10-15,East,Groceries,3,493.38,1480.14
249,2023-10-15,East,Clothing,18,209.07,3763.26
559,2023-10-17,North,Groceries,10,210.02,2100.2
261,2023-10-17,West,Clothing,9,293.31,2639.79
639,2023-10-17,South,Furniture,6,187.33,1123.98
692,2023-10-18,South,Furniture,8,355.55,2844.4
484,2023-10-18,West,Clothing,1,94.75,94.75
745,2023-10-18,North,Clothing,15,363.25,5448.75
105,2023-10-18,South,Groceries,1,239.6,239.6
135,2023-10-18,South,Groceries,16,433.97,6943.52
71,2023-10-18,South,Groceries,17,156.37,2658.29
716,2023-10-19,West,Electronics,10,147.3,1473.0
591,2023-10-20,South,Furniture,9,62.02,558.18
686,2023-10-20,West,Groceries,7,51.32,359.24
596,2023-10-20,East,Groceries,12,408.87,4906.44
551,2023-10-21,North,Furniture,1,329.83,329.83
92,2023-10-21,East,Groceries,6,457.01,2742.06
103,2023-10-21,North,Clothing,15,179.27,2689.05
654,2023-10-21,North,Clothing,7,295.82,2070.74
428,2023-10-21,West,Groceries,18,192.03,3456.54
472,2023-10-21,North,Clothing,19,226.88,4310.72
291,2023-10-22,East,Electronics,14,117.79,1649.06
336,2023-10-23,North,Electronics,3,55.88,167.64
227,2023-10-23,North,Electronics,19,260.27,4945.13
166,2023-10-25,East,Groceries,9,40.3,362.7
514,2023-10-26,West,Groceries,5,308.49,1542.45
741,2023-10-26,South,Furniture,10,89.31,893.1
149,2023-10-27,West,Groceries,9,240.69,2166.21
28,2023-10-28,West,Clothing,8,98.47,787.76
433,2023-10-29,West,Electronics,6,175.69,1054.14
794,2023-10-29,North,Electronics,4,10.41,41.64
524,2023-10-29,West,Clothing,11,100.51,1105.61
605,2023-10-29,North,Furniture,14,165.02,2310.28
302,2023-10-29,South,Clothing,16,15.75,252.0
334,2023-10-30,West,Groceries,5,406.21,2031.05
38,2023-10-30,North,Clothing,13,462.06,6006.78
553,2023-10-30,South,Groceries,18,386.24,6952.32
482,2023-10-30,East,Electronics,5,104.09,520.45
388,2023-10-31,East,Electronics,2,348.0,696.0
90,2023-10-31,South,Electronics,7,200.58,1404.06
545,2023-10-31,North,Furniture,16,157.69,2523.04
101,2023-10-31,North,Furniture,14,459.34,6430.76
84,2023-10-31,North,Groceries,7,147.49,1032.43
582,2023-11-01,South,Electronics,2,483.96,967.92
611,2023-11-01,North,Clothing,8,499.88,3999.04
589,2023-11-02,West,Furniture,18,135.41,2437.38
19,2023-11-03,East,Electronics,6,497.07,2982.42
513,2023-11-03,West,Groceries,9,93.07,837.63
459,2023-11-03,East,Furniture,14,69.81,977.34
93,2023-11-04,East,Clothing,18,127.13,2288.34
590,2023-11-04,West,Clothing,9,465.15,4186.35
775,2023-11-05,North,Clothing,19,185.7,3528.3
723,2023-11-05,North,Furniture,9,204.62,1841.58
361,2023-11-05,East,Groceries,3,309.29,927.87
477,2023-11-06,East,Furniture,13,488.38,6348.94
650,2023-11-06,North,Furniture,14,175.96,2463.44
560,2023-11-07,South,Furniture,10,26.02,260.2
297,2023-11-07,West,Clothing,3,329.66,988.98
780,2023-11-07,East,Clothing,4,348.46,1393.84
643,2023-11-08,West,Furniture,7,187.59,1313.13
146,2023-11-08,North,Groceries,8,319.6,2556.8
151,2023-11-09,North,Groceries,13,322.02,4186.26
125,2023-11-09,North,Clothing,2,250.32,500.64
232,2023-11-09,North,Groceries,13,481.29,6256.77
6,2023-11-10,West,Groceries,16,141.72,2267.52
610,2023-11-10,South,Electronics,16,56.55,904.8
37,2023-11-10,West,Electronics,13,204.66,2660.58
668,2023-11-11,South,Clothing,14,256.3,3588.2
427,2023-11-12,North,Clothing,7,406.1,2842.7
504,2023-11-13,West,Electronics,12,468.77,5625.24
492,2023-11-13,West,Furniture,11,427.05,4697.55
396,2023-11-16,East,Electronics,18,378.12,6806.16
558,2023-11-16,North,Clothing,10,141.58,1415.8
781,2023-11-17,South,Electronics,5,424.59,2122.95
517,2023-11-18,East,Groceries,12,135.96,1631.52
375,2023-11-20,North,Clothing,11,91.53,1006.83
35,2023-11-21,West,Furniture,9,491.58,4424.22
565,2023-11-21,East,Groceries,14,440.31,6164.34
362,2023-11-22,South,Groceries,9,211.54,1903.86
358,2023-11-22,West,Clothing,13,43.69,567.97
48,2023-11-22,North,Clothing,13,399.05,5187.65
389,2023-11-22,East,Electronics,1,493.72,493.72
364,2023-11-23,East,Groceries,1,81.02,81.02
579,2023-11-23,East,Clothing,6,132.08,792.48
95,2023-11-24,East,Electronics,8,340.6,2724.8
740,2023-11-24,East,Electronics,10,39.22,392.2
304,2023-11-24,North,Electronics,16,81.92,1310.72
179,2023-11-25,South,Furniture,19,176.3,3349.7
220,2023-11-26,North,Furniture,18,311.76,5611.68
592,2023-11-26,East,Furniture,13,284.11,3693.43
67,2023-11-27,West,Groceries,6,424.95,2549.7
345,2023-11-27,South,Furniture,4,413.09,1652.36
202,2023-11-28,East,Furniture,5,313.66,1568.3
529,2023-12-01,East,Electronics,4,49.42,197.68
153,2023-12-01,East,Clothing,5,444.59,2222.95
642,2023-12-01,East,Clothing,6,35.01,210.06
324,2023-12-01,North,Furniture,8,183.03,1464.24
715,2023-12-02,North,Electronics,7,179.3,1255.1
669,2023-12-02,West,Electronics,3,363.1,1089.3
733,2023-12-03,West,Furniture,15,414.25,6213.75
61,2023-12-03,West,Clothing,7,85.16,596.12
530,2023-12-03,South,Furniture,13,17.48,227.24
527,2023-12-04,East,Furniture,12,172.81,2073.72
586,2023-12-04,North,Furniture,13,89.14,1158.82
452,2023-12-04,South,Furniture,8,13.03,104.24
264,2023-12-04,East,Furniture,10,265.75,2657.5
577,2023-12-04,West,Electronics,10,209.64,2096.4
499,2023-12-05,East,Groceries,16,66.35,1061.6
438,2023-12-05,North,Electronics,18,16.02,288.36
421,2023-12-05,East,Furniture,11,327.41,3601.51
24,2023-12-05,East,Electronics,16,49.08,785.28
693,2023-12-06,North,Electronics,14,307.21,4300.94
722,2023-12-06,East,Electronics,19,38.15,724.85
470,2023-12-07,North,Furniture,4,254.75,1019.0
491,2023-12-07,North,Groceries,3,183.84,551.52
382,2023-12-08,West,Clothing,18,192.21,3459.78
409,2023-12-08,South,Groceries,16,80.58,1289.28
680,2023-12-08,South,Clothing,9,325.96,2933.64
764,2023-12-08,West,Electronics,6,443.74,2662.44
754,2023-12-08,East,Furniture,16,276.4,4422.4
348,2023-12-08,West,Groceries,16,465.14,7442.24
319,2023-12-09,East,Furniture,12,301.72,3620.64
181,2023-12-09,East,Electronics,8,89.01,712.08
286,2023-12-09,West,Electronics,10,168.69,1686.9
81,2023-12-10,North,Groceries,13,373.66,4857.58
694,2023-12-12,South,Clothing,5,157.28,786.4
383,2023-12-12,East,Electronics,15,426.6,6399.0
571,2023-12-13,West,Electronics,12,211.78,2541.36
763,2023-12-13,North,Groceries,4,241.44,965.76
640,2023-12-13,West,Groceries,4,270.9,1083.6
340,2023-12-14,East,Electronics,7,26.06,182.42
671,2023-12-14,West,Furniture,9,316.33,2846.97
776,2023-12-14,South,Groceries,11,79.22,871.42
448,2023-12-15,South,Clothing,8,275.76,2206.08
293,2023-12-15,West,Groceries,18,279.22,5025.96
274,2023-12-16,East,Groceries,4,492.6,1970.4
684,2023-12-16,North,Groceries,5,353.37,1766.85
649,2023-12-17,East,Electronics,4,197.14,788.56
195,2023-12-17,East,Furniture,6,455.35,2732.1
515,2023-12-17,West,Clothing,8,11.99,95.92
451,2023-12-17,North,Electronics,4,493.89,1975.56
751,2023-12-17,South,Clothing,14,32.86,460.04
683,2023-12-17,South,Furniture,6,172.82,1036.92
503,2023-12-18,East,Electronics,17,404.44,6875.48
337,2023-12-18,East,Furniture,11,240.14,2641.54
200,2023-12-18,East,Clothing,8,312.82,2502.56
609,2023-12-19,North,Electronics,12,82.36,988.32
466,2023-12-19,North,Clothing,1,465.4,465.4
797,2023-12-20,East,Groceries,5,132.52,662.6
417,2023-12-20,East,Furniture,13,143.42,1864.46
208,2023-12-20,East,Furniture,5,226.19,1130.95
355,2023-12-20,South,Groceries,19,453.42,8614.98
64,2023-12-20,West,Clothing,12,109.41,1312.92
404,2023-12-21,West,Furniture,2,327.14,654.28
46,2023-12-21,North,Furniture,17,234.59,3988.03
441,2023-12-22,East,Furniture,9,145.98,1313.82
325,2023-12-22,West,Furniture,16,116.09,1857.44
12,2023-12-23,West,Electronics,1,389.02,389.02
594,2023-12-24,East,Electronics,17,34.13,580.21
141,2023-12-25,East,Furniture,6,126.62,759.72
555,2023-12-26,North,Clothing,6,303.19,1819.14
772,2023-12-27,South,Groceries,18,166.81,3002.58
347,2023-12-28,East,Electronics,5,104.67,523.35
265,2023-12-28,West,Groceries,5,321.32,1606.6
145,2023-12-29,North,Electronics,16,356.46,5703.36
356,2023-12-29,East,Furniture,17,485.5,8253.5
691,2023-12-30,South,Furniture,7,486.17,3403.19
161,2023-12-30,North,Furniture,11,169.42,1863.62
511,2023-12-30,East,Furniture,3,261.99,785.97
401,2023-12-31,West,Groceries,16,422.15,6754.4
